H2O,flux,Tem,V,cd,H2,CO,Q
0.5,400,1023,1.25,3078.9,0.056745000000000004,0.02249,0.13277
0.8,450,1023,1.17,2724.9,0.056507,0.005739500000000001,0.068938
0.5,470,1023,1.21,2327.4,0.036907,0.013565,0.059440999999999994
0.5,500,1083,1.09,2641.2,0.038333,0.015156999999999999,-0.20751
0.4,500,1123,1.51,27102.0,0.32696,0.38595,5.1631
0.5,400,1073,1.04,1705.5,0.030468000000000002,0.012515,-0.19219
0.3,500,1023,1.6,21439.0,0.20373,0.324,3.2189
0.4,500,1123,1.33,14256.0,0.17467,0.13852,0.49466000000000004
0.5,400,1033,1.13,1679.7,0.030661,0.011855,-0.062022
0.2,500,1123,0.92,930.59,0.0068503,0.011809,-0.24226999999999999
0.9,400,1123,1.22,14409.0,0.41205,0.032525,-0.0946
0.1,400,1123,0.97,1326.4,0.005255,0.027898000000000003,-0.41073000000000004
0.5,440,1023,1.23,2668.6,0.045002,0.017068,0.093717
0.7,500,1023,1.34,7999.1,0.14677,0.027912,0.9339799999999999
0.1,400,1023,1.32,3688.4,0.014156,0.079886,-0.13055
0.3,350,1073,1.55,19453.0,0.24461,0.46192,1.8255
0.55,500,1023,1.12,1397.2,0.021928,0.0063183,-0.031274
0.1,500,1123,1.52,19064.0,0.054076,0.36172,0.0084282
0.8,400,1023,1.26,5309.1,0.12738,0.0148,0.3811
0.3,500,1023,1.1,972.97,0.010237000000000001,0.009358,-0.08405499999999999
0.2,500,1123,0.96,1309.3,0.0095949,0.016656999999999998,-0.31872
0.5,460,1023,1.33,5206.7,0.084852,0.03415,0.48763999999999996
0.95,500,1023,1.15,2818.8,0.056975,0.0011561,0.07303899999999999
0.5,420,1023,1.55,21899.0,0.40785,0.31361,3.8164
0.1,400,1023,0.96,381.99,0.0015127,0.0080771,-0.099284
0.5,500,1093,1.27,8688.6,0.12680999999999998,0.05756699999999999,0.2252
0.05,500,1023,1.25,2521.9,0.0035781,0.047377999999999997,-0.23651999999999998
0.3,350,1073,1.18,3193.9,0.045419,0.047363999999999996,-0.2375
0.7,400,1123,1.0,3123.5,0.06473,0.014464,-0.41311000000000003
0.8,350,1073,1.43,19750.0,0.79145,0.19439,2.1422
0.5,500,1023,1.35,5926.4,0.08956599999999999,0.035674000000000004,0.63797
0.4,450,1023,0.96,396.88,0.0057178,0.00314,-0.058421
0.9,550,1073,1.29,15517.0,0.31904,0.020595,0.9976200000000001
0.5,420,1023,1.21,2362.3,0.041546,0.01586,0.049872
0.5,400,1033,0.96,537.2,0.0097755,0.0037078000000000002,-0.07599199999999999
0.5,420,1023,1.12,1338.6,0.023483,0.0087221,-0.046891
0.5,440,1023,1.05,846.94,0.014221000000000001,0.0051545,-0.065432
0.7,450,1023,1.06,1168.9,0.022576,0.0036436,-0.059049000000000004
0.9,500,1123,1.3,23683.0,0.65196,0.058901999999999996,0.7519600000000001
0.5,480,1023,1.12,1317.0,0.020439,0.0072757,-0.039528
0.35,500,1023,1.57,20526.0,0.22882,0.27521,3.1733
0.3,400,1023,1.34,4457.2,0.0566,0.059125,0.22991999999999999
0.5,400,1033,1.41,11088.0,0.20775,0.10768,1.2707
0.25,500,1023,1.2,1799.6,0.015909,0.020479,-0.076739
0.5,400,1103,1.02,2210.9,0.038967,0.016773,-0.29149
0.3,500,1123,0.95,1339.8,0.014069,0.012816999999999999,-0.26945
0.3,550,1073,1.05,1453.1,0.014197999999999999,0.012383,-0.20114
0.5,500,1073,1.14,3122.5,0.045585,0.017946,-0.13699
0.8,350,1073,1.14,4621.3,0.1219,0.016456000000000002,-0.1453
0.4,550,1073,0.93,680.25,0.0080748,0.004345600000000001,-0.12317
0.7,400,1023,1.38,11918.0,0.28553,0.06804600000000001,1.4281
0.5,420,1023,1.17,1834.2,0.032215,0.012118,-0.0066438
0.65,500,1023,1.08,1233.5,0.020888999999999998,0.004019699999999999,-0.047011000000000004
0.4,450,1023,1.1,1045.3,0.015066,0.0083447,-0.064782
0.05,500,1023,1.07,883.61,0.0012742,0.016493,-0.18642
0.5,410,1023,0.96,453.05,0.0081036,0.0029912,-0.06097999999999999
0.3,450,1023,1.32,3870.4,0.044384,0.044213999999999996,0.17407999999999998
0.5,500,1073,1.41,16804.0,0.25183,0.13993,1.7732
0.8,350,1073,1.26,10372.0,0.29751,0.046074000000000004,0.34069
0.7,500,1023,1.26,4318.4,0.077034,0.013081,0.32844
0.9,500,1023,1.27,6527.9,0.13505999999999999,0.0066389,0.59073
0.5,460,1023,1.24,2829.1,0.045814999999999995,0.017197999999999998,0.12140999999999999
0.4,450,1123,1.46,23448.0,0.30946,0.3471,2.4203
0.1,400,1123,1.09,2908.5,0.011368000000000001,0.061357,-0.7037399999999999
0.2,400,1023,0.91,235.76,0.0020561,0.0038615000000000003,-0.056922
0.4,450,1073,1.39,12501.0,0.17284000000000002,0.13577,0.90553
0.3,450,1123,1.54,24197.0,0.23654,0.43318999999999996,2.2008
0.15,500,1023,1.14,1286.1,0.0064794,0.019419,-0.16137
0.4,450,1123,1.3,12027.0,0.16259,0.12743,0.18417999999999998
0.3,500,1023,0.91,240.14,0.0025252,0.0022995999999999997,-0.047478
0.9,450,1023,1.26,6153.6,0.14135,0.0072134,0.4983
0.65,500,1023,1.31,5727.7,0.09952799999999999,0.021822,0.57258
0.5,480,1023,1.17,1803.5,0.028018,0.010089,0.0026872
0.2,450,1073,1.35,7681.7,0.056981,0.12082000000000001,-0.081131
0.2,500,1123,1.02,2029.9,0.014713,0.026010000000000002,-0.4359
0.7,400,1023,1.1,1538.5,0.033329000000000004,0.0056532,-0.045636
0.9,450,1023,1.35,14635.0,0.39313000000000003,0.02592,1.6141
0.5,500,1033,1.37,7966.3,0.12024000000000001,0.051197,0.87223
0.4,500,1023,1.11,1101.3,0.014426,0.0077821,-0.05731699999999999
0.5,400,1033,0.93,425.88,0.0077441,0.0029395,-0.067603
0.5,400,1103,1.22,7183.8,0.12788,0.061275,-0.093093
0.1,500,1123,1.22,5699.6,0.017994,0.096928,-0.90376
0.5,500,1053,1.27,5292.1,0.078446,0.031678,0.23353000000000002
0.3,350,1073,1.39,10564.0,0.14092000000000002,0.19065,0.36795
0.5,500,1023,0.92,324.8,0.004839100000000001,0.0016841999999999998,-0.04883
0.25,500,1023,1.44,8233.4,0.070918,0.10439000000000001,0.74164
0.35,500,1023,1.12,1129.5,0.013463,0.0093121,-0.065677
0.3,450,1123,1.51,23025.0,0.22557,0.39716,1.6965
0.5,400,1023,1.11,1263.6,0.023178,0.0087244,-0.054564999999999995
0.1,400,1123,1.33,8988.0,0.032895,0.19827999999999998,-0.85645
0.2,500,1023,1.36,4730.5,0.032701,0.06476699999999999,0.15273
0.3,450,1023,1.45,9399.5,0.10505999999999999,0.12224000000000002,0.9868399999999999
0.8,400,1023,1.03,1093.3,0.02503,0.0025545999999999998,-0.072377
0.8,500,1023,1.16,2509.0,0.046834,0.0045354,0.057787
0.45,500,1023,1.28,3396.5,0.047981,0.021875,0.21231
0.3,400,1023,0.95,341.4,0.004413800000000001,0.0041545,-0.062263
0.4,350,1073,0.98,1006.1,0.017886000000000003,0.010962000000000001,-0.16834000000000002
0.5,400,1033,0.99,669.02,0.012182,0.0046222,-0.082734
0.9,450,1123,0.98,3332.6,0.070491,0.004889699999999999,-0.45303999999999994
0.5,400,1113,1.43,22397.0,0.41708999999999996,0.33239,2.7939
0.5,400,1113,1.4,20608.0,0.37914000000000003,0.27817,1.9699
0.1,500,1023,1.6,17383.0,0.05254400000000001,0.34103,1.604
0.4,350,1073,0.96,868.52,0.015444999999999999,0.0094433,-0.155
0.5,500,1113,1.12,4556.1,0.065344,0.027712,-0.30774
0.6,500,1123,1.07,4337.0,0.06782,0.020608,-0.39016999999999996
0.5,500,1113,1.01,2354.2,0.033669,0.013796000000000001,-0.31206999999999996
0.7,500,1123,1.21,11165.0,0.19699,0.045919999999999996,-0.018826
0.05,500,1023,1.6,16829.0,0.024173,0.3518,1.3235
0.5,400,1053,1.44,16510.0,0.30948000000000003,0.19504000000000002,1.891
0.05,500,1023,1.08,942.12,0.0013571,0.017588,-0.19278
0.7,500,1123,1.16,8271.1,0.14284000000000002,0.031818,-0.26083
0.9,500,1023,1.23,4718.7,0.095274,0.0044525,0.32974000000000003
0.7,400,1123,1.04,4002.2,0.083446,0.018771,-0.43668999999999997
0.95,500,1023,0.92,564.74,0.011118000000000001,0.000233,-0.065372
0.1,400,1123,1.57,20050.0,0.06808,0.5052800000000001,0.3154
0.25,500,1023,0.95,330.73,0.0029421,0.0037044000000000005,-0.064368
0.3,450,1073,1.15,2688.5,0.030930000000000003,0.029516000000000004,-0.22693000000000002
0.5,500,1093,1.2,5726.1,0.083104,0.035323,-0.085999
0.5,400,1123,0.99,2310.5,0.040382999999999995,0.017811,-0.34171999999999997
0.5,460,1023,1.29,3939.5,0.063981,0.024801,0.28376
0.6,500,1123,0.92,1622.6,0.025122,0.0074795,-0.28252
0.1,500,1023,1.36,4638.2,0.014419,0.080539,-0.039012
0.8,550,1073,1.45,29441.0,0.75074,0.17101,3.9046
0.4,350,1073,1.08,1944.4,0.034461,0.021603,-0.21114000000000002
0.2,550,1073,1.54,19554.0,0.11116,0.28996,1.4461
0.5,500,1033,0.93,417.85,0.0061952,0.0021971,-0.06296
0.3,400,1023,1.28,3029.3,0.038689,0.038843,0.055019000000000005
0.5,470,1023,1.48,16208.0,0.26555,0.14942,2.4944
0.3,500,1023,1.47,10711.0,0.10858,0.12591,1.248
0.5,480,1023,1.37,6934.2,0.10912999999999999,0.045482,0.79927
0.6,500,1023,1.46,17393.0,0.31018,0.11729,2.7562
0.5,500,1053,1.06,1437.9,0.021156,0.0078391,-0.12052
0.2,400,1023,1.15,1351.6,0.011654000000000001,0.022392,-0.13568
0.5,400,1113,1.38,19103.0,0.34922,0.24136,1.5545
0.5,420,1023,1.15,1617.4,0.028392,0.010619,-0.026114
0.6,400,1023,0.98,601.91,0.012074,0.0030443000000000002,-0.067898
0.3,550,1073,1.2,3586.5,0.034479,0.031781000000000004,-0.17377
0.5,400,1103,1.38,17794.0,0.32541,0.21444000000000002,1.3878
0.8,350,1073,1.06,2782.7,0.071839,0.009424700000000001,-0.22136
0.4,450,1073,1.57,24658.0,0.33462,0.40108,3.9978
0.7,350,1073,1.21,6375.0,0.15897,0.035858999999999995,0.019591
0.1,500,1123,1.46,15710.0,0.045542,0.28864,-0.39808000000000004
0.7,450,1123,1.18,9247.6,0.17875,0.041843,-0.20840999999999998
0.5,500,1083,1.1,2805.0,0.040719,0.016146999999999998,-0.20318
0.5,420,1023,1.44,12238.0,0.22115,0.11594000000000002,1.6531
0.65,500,1023,1.28,4594.6,0.079278,0.016788,0.3857
0.9,350,1073,1.16,5930.1,0.17160999999999998,0.011108,-0.085124
0.5,400,1093,1.42,19750.0,0.36553,0.2598,1.9621
0.9,450,1123,1.26,18760.0,0.51398,0.042506999999999996,0.2629
0.5,440,1023,1.43,11253.0,0.19417,0.096169,1.514
0.2,450,1023,0.91,234.91,0.0018300999999999999,0.0034134,-0.056177
0.7,450,1023,1.3,5940.9,0.11896,0.0222,0.55116
0.25,500,1023,1.3,3306.9,0.029086,0.038485000000000005,0.061554
0.7,400,1123,1.01,3327.2,0.069047,0.015447999999999998,-0.42102
0.25,500,1023,0.96,358.61,0.0031906999999999994,0.0040163,-0.067813
0.7,350,1073,0.9,803.53,0.019061,0.0039566,-0.14440999999999998
0.8,400,1023,1.46,21555.0,0.76208,0.17797000000000002,2.9442
0.5,500,1103,1.17,5408.4,0.078051,0.033291,-0.19296
0.6,550,1073,1.3,9730.2,0.14626,0.04446,0.61955
0.5,430,1023,1.11,1252.8,0.021504,0.007913,-0.050666
0.1,400,1123,1.53,18409.0,0.062974,0.45196000000000003,0.0076562
0.3,400,1123,1.49,21051.0,0.2293,0.41136000000000006,1.2514
0.5,400,1043,1.01,902.55,0.016354,0.0063331,-0.10575
0.2,550,1073,1.01,1068.5,0.0072617,0.012253,-0.21841
0.2,450,1073,1.4,10037.0,0.07267699999999999,0.16396,0.13664
0.85,500,1023,1.13,2187.2,0.041775,0.0028756,0.016572
0.5,500,1073,1.44,19875.0,0.29964,0.18235,2.3868
0.15,500,1023,1.45,8100.5,0.040083,0.13057,0.46535
0.5,400,1083,1.4,16888.0,0.31128,0.19867,1.4929
0.5,470,1023,1.54,22195.0,0.3692,0.25801,3.8801
0.6,500,1023,1.23,3019.8,0.049731,0.012276,0.15417
0.5,400,1033,1.47,16617.0,0.3157,0.20012,2.2421
0.25,500,1023,0.91,234.95,0.0020870000000000003,0.0026341,-0.050722
0.65,500,1023,1.4,11974.0,0.21723,0.057172,1.6682
0.35,500,1023,1.3,3485.1,0.0414,0.030167000000000003,0.18269000000000002
0.3,500,1123,1.09,3390.0,0.034955,0.033495,-0.43812
0.2,500,1123,1.16,4582.4,0.03195,0.060636,-0.6353300000000001
0.5,500,1033,1.11,1447.3,0.021523,0.0077153000000000005,-0.059580999999999995
0.15,500,1023,1.5,11005.0,0.053761,0.18357,0.85241
0.3,550,1073,1.45,15189.0,0.1351,0.1701,1.161
0.7,450,1073,1.23,7246.5,0.14185,0.029944,0.17138
0.65,500,1023,1.41,13061.0,0.23889000000000002,0.06488,1.8649
0.3,550,1073,1.59,25370.0,0.21316999999999997,0.35249,3.2798
0.55,500,1023,0.94,407.3,0.006367800000000001,0.0018139,-0.054245
0.4,550,1073,1.2,3926.4,0.046327,0.026543999999999998,-0.081127
0.3,450,1023,1.0,496.39,0.005760899999999999,0.0053223,-0.074601
0.3,400,1023,0.99,465.58,0.0060187,0.0056701,-0.074289
0.3,450,1023,1.2,1829.8,0.02112,0.020047,-0.048788
0.9,400,1123,1.26,17982.0,0.5723199999999999,0.049796,0.17246
0.5,450,1023,1.13,1414.0,0.023288999999999997,0.008479700000000001,-0.036922
0.6,500,1023,1.17,2050.0,0.033617,0.0080738,0.029126999999999997
0.3,350,1073,1.16,2846.8,0.040618,0.041856,-0.24544000000000002
0.5,500,1113,1.35,17148.0,0.25177,0.14224,1.2073
0.6,400,1123,1.19,8564.9,0.16939,0.059264,-0.19889
0.7,450,1123,1.22,11765.0,0.23239,0.056902999999999995,0.013803999999999999
0.7,500,1023,1.22,3271.2,0.057928,0.0095162,0.17293
0.5,410,1023,1.53,20515.0,0.38843,0.28581,3.3375
0.7,550,1073,1.42,25706.0,0.48818999999999996,0.14858,3.3523
0.3,450,1073,1.05,1460.0,0.016983,0.015642,-0.21053000000000002
0.5,400,1093,0.98,1495.1,0.026443,0.011129,-0.22928
0.4,450,1073,0.97,929.49,0.013196000000000001,0.0075442999999999994,-0.15349000000000002
0.2,350,1073,1.47,13624.0,0.11634000000000001,0.32141,0.46948999999999996
0.7,350,1073,0.95,1189.0,0.0283,0.005846100000000001,-0.18083
0.3,450,1023,1.57,18863.0,0.19832,0.31121,2.5714
0.3,400,1123,1.04,2480.9,0.031222000000000003,0.031173000000000003,-0.39945
0.7,350,1073,1.17,4936.3,0.12135,0.026456999999999998,-0.098416
0.5,500,1053,1.39,11943.0,0.17952,0.086471,1.2556
0.6,450,1023,1.26,3756.8,0.06858,0.017995,0.24181
0.85,500,1023,0.91,469.37,0.008827,0.0006,-0.059926
0.5,480,1023,1.57,24354.0,0.40095,0.30148,4.7206
0.3,400,1023,0.91,243.64,0.0031477,0.0029659,-0.049703
0.7,400,1123,1.07,4789.3,0.10044,0.022782,-0.43773999999999996
0.25,500,1023,0.92,256.66,0.0022809,0.0028765,-0.054078999999999995
0.7,400,1023,0.91,399.99,0.0085862,0.0014462,-0.058178
0.1,400,1023,1.51,11106.0,0.041826,0.26079,0.65357
0.7,450,1073,1.08,2811.8,0.053246,0.010339,-0.18519000000000002
0.9,350,1073,1.25,11218.0,0.36216,0.026435000000000004,0.32961
0.5,500,1043,1.06,1233.5,0.018237,0.0066243,-0.096692
0.6,500,1123,1.36,23175.0,0.4035,0.1831,2.3671
0.1,450,1073,1.27,4736.6,0.016671000000000002,0.0901,-0.4672
0.5,500,1113,1.43,24700.0,0.37024,0.26264,3.2547
0.7,400,1023,1.07,1265.6,0.027361,0.0046137,-0.061426
0.5,500,1023,1.02,681.25,0.010169,0.0035354999999999996,-0.062083000000000006
0.5,500,1093,1.03,2078.9,0.030001,0.011923,-0.24509
0.5,480,1023,1.33,5167.3,0.080946,0.032029,0.49396
0.7,550,1073,1.16,4580.4,0.07231900000000001,0.013509,-0.046827999999999995
0.5,460,1023,1.37,6992.3,0.11450999999999999,0.048628,0.79119
0.5,400,1113,1.21,7548.5,0.13383,0.06514299999999999,-0.15139
0.6,500,1123,0.95,2022.5,0.031361,0.009340600000000001,-0.32061
0.7,450,1023,1.4,13891.0,0.30019,0.071627,1.8488
0.6,450,1073,1.0,1488.5,0.026056,0.0072545000000000005,-0.18247
0.3,400,1023,1.1,990.97,0.012773999999999999,0.012167,-0.091946
0.2,450,1123,0.95,1199.1,0.0096043,0.017093,-0.29885
0.5,500,1103,1.22,7226.0,0.10462,0.046333,-0.041523000000000004
0.9,400,1123,0.96,2875.9,0.068103,0.0048892,-0.43285
0.1,350,1073,1.51,14259.0,0.057409,0.39676,0.28693
0.4,400,1123,1.14,4970.5,0.075976,0.051287,-0.38802
0.4,350,1073,1.53,20266.0,0.34513,0.43058,2.445
0.7,400,1023,1.37,10923.0,0.25871,0.059650999999999996,1.2726
0.4,450,1123,1.43,21653.0,0.28593,0.30089,1.8002
0.6,350,1073,0.92,834.69,0.018413,0.0055019,-0.14717
0.7,400,1023,1.48,21706.0,0.6158100000000001,0.22461,3.3254
0.6,350,1073,1.2,5192.6,0.11755,0.037901,-0.050611
0.45,500,1023,1.22,2310.2,0.032594,0.014446,0.061311000000000004
0.5,400,1053,1.02,1125.0,0.020285,0.0080117,-0.13074000000000002
0.5,430,1023,1.3,4264.2,0.073771,0.029574,0.31832
0.5,500,1033,0.95,487.86,0.0072365,0.0025645,-0.06790299999999999
0.3,550,1073,1.08,1758.7,0.017141,0.015065,-0.21209
0.9,450,1123,1.22,14799.0,0.36883,0.027869,-0.036007
0.4,550,1073,1.6,28456.0,0.32178,0.36926,5.8946
0.6,550,1073,1.2,5117.2,0.075338,0.020814,0.033143
0.4,400,1123,1.06,3145.6,0.048346,0.031181999999999998,-0.38813000000000003
0.65,500,1023,1.11,1495.9,0.025368,0.0049083,-0.028644
0.5,500,1023,1.16,1685.0,0.025207,0.008932299999999999,-0.0054976999999999995
0.8,350,1073,1.33,16495.0,0.54092,0.10240999999999999,1.0034
0.8,400,1123,1.36,22869.0,0.75836,0.17706,1.4708
0.2,550,1073,1.06,1499.0,0.010119,0.017276,-0.26316999999999996
0.3,400,1123,1.42,17305.0,0.1921,0.30503,0.51357
0.5,500,1043,0.93,493.24,0.0072764,0.0026294,-0.077062
0.7,400,1023,0.92,433.96,0.0093191,0.0015677999999999998,-0.060653
0.85,500,1023,1.17,2860.4,0.055005,0.0038575000000000003,0.092186
0.1,350,1073,1.13,2245.9,0.010135,0.054265999999999995,-0.42877
0.7,500,1123,1.29,18217.0,0.34207,0.091335,0.84929
